	filename	date	authors	genres	names	topics	multiple_authors	leader_in_authors	is_written_text	addressed_to_people	regular_occasion	has_major_topic
150	1924.05.31_съезд ркпб 13_резолюция.фрагмент_о работе в деревне	1924.05.31	['съезд ркпб 13']	['резолюция', 'фрагмент']	['о работе в деревне']	['о работе в деревне']	True	False	True	False	False	False
151	1924.05.31_съезд ркпб 13_резолюция_о кооперации	1924.05.31	['съезд ркпб 13']	['резолюция']	['о кооперации']	['о кооперации']	True	False	True	False	False	False
152	1925.04.29_партконференция 14_резолюция.фрагмент_о возможности победы социализма в одной стране.о задачах коминтерна и ркпб	1925.04.29	['партконференция 14']	['резолюция', 'фрагмент']	['о возможности победы социализма в одной стране', 'о задачах коминтерна и ркпб']	['о возможности победы социализма в одной стране', 'о задачах коминтерна и ркпб']	True	False	True	False	False	False
153	1925.12.23_съезд вкпб 14_резолюция.фрагмент_о работе профсоюзов	1925.12.23	['съезд вкпб 14']	['резолюция', 'фрагмент']	['о работе профсоюзов']	['о работе профсоюзов']	True	False	True	False	False	False
154	1925.12.23_съезд вкпб 14_резолюция_по отчету цк	1925.12.23	['съезд вкпб 14']	['резолюция']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False
155	1927.12.03_сталин_выступление.отчет_политический отчет цк_съезд вкпб 15	1927.12.03	['сталин']	['выступление', 'отчет']	['политический отчет цк']	['съезд вкпб 15']	False	True	False	False	True	True
156	1927.12.11_литвинов_доклад_о работе советской делегации на конференции по разоружению_конференция по разоружению.съезд вкпб 15	1927.12.11	['литвинов']	['доклад']	['о работе советской делегации на конференции по разоружению']	['конференция по разоружению', 'съезд вкпб 15']	False	False	False	False	True	True
157	1927.12.19_съезд вкпб 15_резолюция.фрагмент_о работе в деревне	1927.12.19	['съезд вкпб 15']	['резолюция', 'фрагмент']	['о работе в деревне']	['о работе в деревне']	True	False	True	False	False	False
158	1927.12.19_съезд вкпб 15_резолюция.фрагмент_по отчету цк	1927.12.19	['съезд вкпб 15']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False
159	1929.06.18_президиум вцспс_постановление_о работе клубов и красных уголков	1929.06.18	['президиум вцспс']	['постановление']	['о работе клубов и красных уголков']	['о работе клубов и красных уголков']	True	False	True	False	False	False
160	1930.01.21_сталин_статья_к вопросу о политике ликвидации кулачества как класса_раскулачивание	1930.01.21	['сталин']	['статья']	['к вопросу о политике ликвидации кулачества как класса']	['раскулачивание']	False	True	True	False	False	True
161	1930.06.27_сталин_выступление.отчет_политический отчет цк_съезд вкпб 16	1930.06.27	['сталин']	['выступление', 'отчет']	['политический отчет цк']	['съезд вкпб 16']	False	True	False	False	True	True
162	1930.07.13_съезд вкпб 16_резолюция.фрагмент_по отчету цк	1930.07.13	['съезд вкпб 16']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False
163	1930.07.13_съезд вкпб 16_резолюция_о выполнении пятилетнего плана промышленности	1930.07.13	['съезд вкпб 16']	['резолюция']	['о выполнении пятилетнего плана промышленности']	['о выполнении пятилетнего плана промышленности']	True	False	True	False	False	False
164	1930.12.21_цк вкпб.цкк вкпб_стенограмма.отчет.фрагмент.заседание_прения по докладу куйбышева о народно хозяйственном плане_отстранение рыкова из снк	1930.12.21	['цк вкпб', 'цкк вкпб']	['стенограмма', 'отчет', 'фрагмент', 'заседание']	['прения по докладу куйбышева о народно хозяйственном плане']	['отстранение рыкова из снк']	True	False	False	False	False	True
165	1934.01.26_сталин_выступление.отчет.доклад_отчетный доклад о работе цк_съезд вкпб 17	1934.01.26	['сталин']	['выступление', 'отчет', 'доклад']	['отчетный доклад о работе цк']	['съезд вкпб 17']	False	True	False	False	True	True
166	1934.01.31_бухарин_выступление.фрагмент_речь на 17 съезде_германия и япония	1934.01.31	['бухарин']	['выступление', 'фрагмент']	['речь на 17 съезде']	['германия и япония']	False	False	False	False	False	True
167	1934.02.10_съезд вкпб 17_резолюция.фрагмент_о втором пятилетнем плане развития народного хозяйства_2 пятилетка	1934.02.10	['съезд вкпб 17']	['резолюция', 'фрагмент']	['о втором пятилетнем плане развития народного хозяйства']	['2 пятилетка']	True	False	True	False	False	True
168	1934.02.10_съезд вкпб 17_резолюция.фрагмент_партийное и советское строительство.организационные вопросы	1934.02.10	['съезд вкпб 17']	['резолюция', 'фрагмент']	['партийное и советское строительство', 'организационные вопросы']	['партийное и советское строительство', 'организационные вопросы']	True	False	True	False	True	False
169	1934.02.21_бюро обкома вкпб асср нп_постановление_о формулировке по национальному вопросу	1934.02.21	['бюро обкома вкпб асср нп']	['постановление']	['о формулировке по национальному вопросу']	['о формулировке по национальному вопросу']	True	False	True	False	False	False
170	1934.05.11_правда_газетная статья_партия продолжает проверку своих рядов_чистки	1934.05.11	['правда']	['газетная статья']	['партия продолжает проверку своих рядов']	['чистки']	True	False	True	False	False	True
171	1934.08.02_цк вкпб.правда_газетная статья_о ходе чистки_чистки	1934.08.02	['цк вкпб', 'правда']	['газетная статья']	['о ходе чистки']	['чистки']	True	False	True	False	False	True
172	1936.12.05_всесоюзный съезд советов 8_конституция_конституция ссср	1936.12.05	['всесоюзный съезд советов 8']	['конституция']	['конституция ссср']	['конституция ссср']	True	False	True	False	False	False
173	1937.01.21_съезд советов 17_постановление_об утверждении конституции рсфср	1937.01.21	['съезд советов 17']	['постановление']	['об утверждении конституции рсфср']	['об утверждении конституции рсфср']	True	False	True	False	False	False
174	1939.03.10_сталин_выступление.отчет.доклад_отчетный доклад цк_съезд вкпб 18	1939.03.10	['сталин']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд вкпб 18']	False	True	False	False	True	True
175	1939.03.21_съезд вкпб 18_резолюция_третий пятилетний план развития народного хозяйства_3 пятилетка	1939.03.21	['съезд вкпб 18']	['резолюция']	['третий пятилетний план развития народного хозяйства']	['3 пятилетка']	True	False	True	False	False	True
176	1939.09.28_молотов.риббентроп.правительство ссср.правительство германии_договор.секретный протокол_о дружбе и границе между ссср и германией_пакт молотова риббентропа	1939.09.28	['молотов', 'риббентроп', 'правительство ссср', 'правительство германии']	['договор', 'секретный протокол']	['о дружбе и границе между ссср и германией']	['пакт молотова риббентропа']	True	False	True	False	False	True
177	1939.09.28_молотов.риббентроп.правительство ссср.правительство германии_договор_о дружбе и границе между ссср и германией_пакт молотова риббентропа	1939.09.28	['молотов', 'риббентроп', 'правительство ссср', 'правительство германии']	['договор']	['о дружбе и границе между ссср и германией']	['пакт молотова риббентропа']	True	False	True	False	False	True
178	1941.07.03_сталин_выступление.радио.обращение к народу_выступление по радио_нападение германии	1941.07.03	['сталин']	['выступление', 'радио', 'обращение к народу']	['выступление по радио']	['нападение германии']	False	True	False	True	False	True
179	1941.07.18_сталин_письмо.личное послание_письмо черчиллю о положении советской армии и об открытии второго фронта.речь на параде красной армии_второй фронт.вов	1941.07.18	['сталин']	['письмо', 'личное послание']	['письмо черчиллю о положении советской армии и об открытии второго фронта', 'речь на параде красной армии']	['второй фронт', 'вов']	False	True	True	False	False	True
180	1941.07.18_сталин_письмо.личное послание_послание рузвельту_лендлиз.вов	1941.07.18	['сталин']	['письмо', 'личное послание']	['послание рузвельту']	['лендлиз', 'вов']	False	True	True	False	False	True
181	1941.10.03_сталин_письмо.личное послание_послание рузвельту_вов	1941.10.03	['сталин']	['письмо', 'личное послание']	['послание рузвельту']	['вов']	False	True	True	False	False	True
182	1941.10.03_сталин_письмо.личное послание_послание черчиллю_вов	1941.10.03	['сталин']	['письмо', 'личное послание']	['послание черчиллю']	['вов']	False	True	True	False	False	True
183	1941.11.06_сталин_выступление.доклад_доклад на торжественном заседании московского совета депутатов трудящихся с партийными и общественными организациями_24 годовщина революции.вов.заседание моссовета	1941.11.06	['сталин']	['выступление', 'доклад']	['доклад на торжественном заседании московского совета депутатов трудящихся с партийными и общественными организациями']	['24 годовщина революции', 'вов', 'заседание моссовета']	False	True	False	False	True	True
184	1941.11.07_сталин_выступление.речь_речь на параде красной армии_речь на параде красной армии_24 годовщина революции.вов	1941.11.07	['сталин']	['выступление', 'речь']	['речь на параде красной армии']	['речь на параде красной армии']	False	True	False	False	False	True
185	1942.08.23_сталин_телеграмма_телеграмма руководству обороной сталинграда_вов.сталинград	1942.08.23	['сталин']	['телеграмма']	['телеграмма руководству обороной сталинграда']	['вов', 'сталинград']	False	True	True	False	False	True
186	1942.10.03_сталин_меморандум.секретно_послание черчиллю_вов.второй фронт	1942.10.03	['сталин']	['меморандум', 'секретно']	['послание черчиллю']	['вов', 'второй фронт']	False	True	True	False	False	True
187	1943.06.11_сталин_письмо.личное послание.секретно_послание рузвельту_вов.второй фронт	1943.06.11	['сталин']	['письмо', 'личное послание', 'секретно']	['послание рузвельту']	['вов', 'второй фронт']	False	True	True	False	False	True
188	1943.09.08_сталин_письмо.личное послание.секретно_послание рузвельту_вов.встреча глав трех правительств	1943.09.08	['сталин']	['письмо', 'личное послание', 'секретно']	['послание рузвельту']	['вов', 'встреча глав трех правительств']	False	True	True	False	False	True
189	1944.10.19_сталин_письмо.личное.секретно послание_послание рузвельту и черчиллю_вов.восстание в варшаве	1944.10.19	['сталин']	['письмо', 'личное', 'секретно послание']	['послание рузвельту и черчиллю']	['вов', 'восстание в варшаве']	False	True	True	False	False	True
190	1944.10.19_сталин_письмо.личное.секретно послание_послание рузвельту_вов.встреча с черчиллем	1944.10.19	['сталин']	['письмо', 'личное', 'секретно послание']	['послание рузвельту']	['вов', 'встреча с черчиллем']	False	True	True	False	False	True
191	1945.05.09_сталин_выступление.обращение к народу_наше дело правое мы победили_вов.победа.9 мая.2 мировая война	1945.05.09	['сталин']	['выступление', 'обращение к народу']	['наше дело правое мы победили']	['вов', 'победа', '9 мая', '2 мировая война']	False	True	False	True	False	True
192	1945.07.04_сталин_письмо.послание_послание де голлю о возвращении авиационного полка_вов	1945.07.04	['сталин']	['письмо', 'послание']	['послание де голлю о возвращении авиационного полка']	['вов']	False	True	True	False	False	True
193	1945.09.02_сталин_выступление.обращение к народу_о капитуляции японии_вов.победа.9 мая.япония	1945.09.02	['сталин']	['выступление', 'обращение к народу']	['о капитуляции японии']	['вов', 'победа', '9 мая', 'япония']	False	True	False	True	False	True
194	1952.07.07_маленков_выступление.отчет.доклад_доклад на пленуме цк кпсс_берия.цк кпсс	1952.07.07	['маленков']	['выступление', 'отчет', 'доклад']	['доклад на пленуме цк кпсс']	['берия', 'цк кпсс']	False	True	False	False	False	True
195	1952.09.29_сталин_выступление.замечания_по экономическим вопросам	1952.09.29	['сталин']	['выступление', 'замечания']	['по экономическим вопросам']	['по экономическим вопросам']	False	True	False	False	False	False
196	1952.10.05_маленков_выступление.отчет_отчетный доклад цк_съезд кпсс 19	1952.10.05	['маленков']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 19']	False	True	False	False	True	True
197	1952.10.13_съезд кпсс 19_устав_устав кпсс	1952.10.13	['съезд кпсс 19']	['устав']	['устав кпсс']	['устав кпсс']	True	False	True	False	False	False
198	1952.10.14_сталин_выступление.отчет_заключительная речь_съезд кпсс 19	1952.10.14	['сталин']	['выступление', 'отчет']	['заключительная речь']	['съезд кпсс 19']	False	True	False	False	True	True
199	1953.01.13_тасс_сообщение_об аресте вречей вредителей_дело врачей.репрессии	1953.01.13	['тасс']	['сообщение']	['об аресте вречей вредителей']	['дело врачей', 'репрессии']	False	False	True	False	False	True
200	1953.03.26_берия_записка_маленкову в президиум цк ссср об амнистии_амнистия	1953.03.26	['берия']	['записка']	['маленкову в президиум цк ссср об амнистии']	['амнистия']	False	False	True	False	False	True
201	1953.03.27_президиум вс ссср_указ_об амнистии_амнистия	1953.03.27	['президиум вс ссср']	['указ']	['об амнистии']	['амнистия']	True	False	True	False	False	True
202	1956.02.24_съезд кпсс 20_резолюция_по отчетному докладу_культ личности	1956.02.24	['съезд кпсс 20']	['резолюция']	['по отчетному докладу']	['культ личности']	True	False	True	False	False	True
203	1956.02.25_хрущев_выступление.отчет.доклад_отчетный доклад цк_культ личности	1956.02.25	['хрущев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['культ личности']	False	True	False	False	False	True
204	1959.02.05_съезд кпсс 21_доклад.фрагмент_контрольные цифры народного хозяйства	1959.02.05	['съезд кпсс 21']	['доклад', 'фрагмент']	['контрольные цифры народного хозяйства']	['контрольные цифры народного хозяйства']	True	False	False	False	False	False
205	1959.02.05_съезд кпсс 21_резолюция.фрагмент_по докладу контрольные цифры народного хозяйства	1959.02.05	['съезд кпсс 21']	['резолюция', 'фрагмент']	['по докладу контрольные цифры народного хозяйства']	['по докладу контрольные цифры народного хозяйства']	True	False	True	False	False	False
206	1959.06.29_пленум цк кпсс_постановление_о работе партийных организаций	1959.06.29	['пленум цк кпсс']	['постановление']	['о работе партийных организаций']	['о работе партийных организаций']	True	False	True	False	False	False
207	1959.07.15_пленум цк кпсс_постановление_о развитии промышленности	1959.07.15	['пленум цк кпсс']	['постановление']	['о развитии промышленности']	['о развитии промышленности']	True	False	True	False	False	False
208	1961.10.17_хрущев_выступление.отчет_отчетный доклад цк_съезд кпсс 22	1961.10.17	['хрущев']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 22']	False	True	False	False	True	True
209	1961.10.31_съезд кпсс 22_программа партии_программа кпсс	1961.10.31	['съезд кпсс 22']	['программа партии']	['программа кпсс']	['программа кпсс']	True	False	True	False	False	False
210	1961.10.31_съезд кпсс 22_резолюция.фрагмент_по отчету цк	1961.10.31	['съезд кпсс 22']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False
211	1964.10.14_пленум цк кпсс_постановление_о т хрущеве нс_отставка хрущева	1964.10.14	['пленум цк кпсс']	['постановление']	['о т хрущеве нс']	['отставка хрущева']	True	False	True	False	False	True
212	1966.03.29_брежнев_выступление.отчет_отчетный доклад цк_съезд кпсс 23	1966.03.29	['брежнев']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 23']	False	True	False	False	True	True
213	1966.04.08_брежнев_выступление_заключительное слово_съезд кпсс 23	1966.04.08	['брежнев']	['выступление']	['заключительное слово']	['съезд кпсс 23']	False	True	False	False	True	True
214	1966.04.08_съезд кпсс 23.другие_выступление_обсуждение отчетного доклада	1966.04.08	['съезд кпсс 23', 'другие']	['выступление']	['обсуждение отчетного доклада']	['обсуждение отчетного доклада']	True	False	False	False	False	False
215	1966.04.08_съезд кпсс 23_резолюция_по отчету цк	1966.04.08	['съезд кпсс 23']	['резолюция']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False
216	1969.12.15_брежнев_выступление_выступление перед съездом_пленум цк кпсс 1969	1969.12.15	['брежнев']	['выступление']	['выступление перед съездом']	['пленум цк кпсс 1969']	False	True	False	False	False	True
217	1971.03.30_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 24	1971.03.30	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 24']	False	True	False	False	True	True
218	1971.04.09_брежнев_выступление_заключительное слово_съезд кпсс 24	1971.04.09	['брежнев']	['выступление']	['заключительное слово']	['съезд кпсс 24']	False	True	False	False	True	True
219	1971.04.09_съезд кпсс 24.другие_выступление_обсуждение отчетного доклада	1971.04.09	['съезд кпсс 24', 'другие']	['выступление']	['обсуждение отчетного доклада']	['обсуждение отчетного доклада']	True	False	False	False	False	False
220	1971.04.09_съезд кпсс 24_резолюция.фрагмент_по отчетному докладу	1971.04.09	['съезд кпсс 24']	['резолюция', 'фрагмент']	['по отчетному докладу']	['по отчетному докладу']	True	False	True	False	False	False
221	1975.08.19_цк кпсс_постановление_о социалистическом соревновании за достойную встречу 25 съезда кпсс_съезд кпсс 25	1975.08.19	['цк кпсс']	['постановление']	['о социалистическом соревновании за достойную встречу 25 съезда кпсс']	['съезд кпсс 25']	True	False	True	False	True	True
222	1976.02.24_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 25	1976.02.24	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 25']	False	True	False	False	True	True
223	1976.03.03_съезд кпсс 25_постановление_по_проекту_цк.основные направления народного хозяйства	1976.03.03	['съезд кпсс 25']	['постановление']	['по']	['проекту']	True	False	True	False	False	True
224	1977.10.07_верховный совет ссср_конституция_конституция ссср	1977.10.07	['верховный совет ссср']	['конституция']	['конституция ссср']	['конституция ссср']	True	False	True	False	False	False
225	1978.12.05_брежнев.тараки_договор_договор о дружбе добрососедстве и сотрудничестве между ссср и дра_афганистан	1978.12.05	['брежнев', 'тараки']	['договор']	['договор о дружбе добрососедстве и сотрудничестве между ссср и дра']	['афганистан']	True	True	True	False	False	True
226	1981.02.23_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 26	1981.02.23	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 26']	False	True	False	False	True	True
227	1981.08.11_цк кпсс_постановление_о совершенствовании контроля и проверки исполнения_съезд кпсс 26	1981.08.11	['цк кпсс']	['постановление']	['о совершенствовании контроля и проверки исполнения']	['съезд кпсс 26']	True	False	True	False	True	True
228	1986.02.25_горбачев_выступление.отчет.доклад_политический доклад_съезд кпсс 27	1986.02.25	['горбачев']	['выступление', 'отчет', 'доклад']	['политический доклад']	['съезд кпсс 27']	False	True	False	False	True	True
229	1986.03.03_рыжков_выступление.отчет.доклад_эконом соц развитие_съезд кпсс 27	1986.03.03	['рыжков']	['выступление', 'отчет', 'доклад']	['эконом соц развитие']	['съезд кпсс 27']	False	False	False	False	True	True
230	1986.03.06_горбачев_выступление_заключительная речь_съезд кпсс 27	1986.03.06	['горбачев']	['выступление']	['заключительная речь']	['съезд кпсс 27']	False	True	False	False	True	True
231	1986.03.06_съезд кпсс 27_выступление_обсуждение доклада эконом развития	1986.03.06	['съезд кпсс 27']	['выступление']	['обсуждение доклада эконом развития']	['обсуждение доклада эконом развития']	True	False	False	False	False	False
232	1986.03.06_съезд кпсс 27_выступление_обсуждение политического доклада	1986.03.06	['съезд кпсс 27']	['выступление']	['обсуждение политического доклада']	['обсуждение политического доклада']	True	False	False	False	False	False
233	1986.03.07_съезд кпсс 27_постановление_по докладу соц эконом развития	1986.03.07	['съезд кпсс 27']	['постановление']	['по докладу соц эконом развития']	['по докладу соц эконом развития']	True	False	True	False	False	False
234	1986.03.07_съезд кпсс 27_программа_программа кпсс	1986.03.07	['съезд кпсс 27']	['программа']	['программа кпсс']	['программа кпсс']	True	False	True	False	False	False
235	1986.03.07_съезд кпсс 27_резолюция_по политическому докладу	1986.03.07	['съезд кпсс 27']	['резолюция']	['по политическому докладу']	['по политическому докладу']	True	False	True	False	False	False
236	1986.03.07_съезд кпсс 27_устав_устав кпсс	1986.03.07	['съезд кпсс 27']	['устав']	['устав кпсс']	['устав кпсс']	True	False	True	False	False	False
237	1988.06.28_горбачев_выступление.доклад_задачи по углублению перестройки_партконференция19	1988.06.28	['горбачев']	['выступление', 'доклад']	['задачи по углублению перестройки']	['партконференция19']	False	True	False	False	True	True
238	1988.06.30_партконференция19_обсуждение_обсуждение доклада задачи по углублению перестройки_партконференция19	1988.06.30	['партконференция19']	['обсуждение']	['обсуждение доклада задачи по углублению перестройки']	['партконференция19']	True	False	False	False	True	True
239	1988.07.01_горбачев_выступление_заключительная речь_партконференция19	1988.07.01	['горбачев']	['выступление']	['заключительная речь']	['партконференция19']	False	True	False	False	True	True
240	1988.07.01_партконференция19_обсуждение_обсуждение резолюции задачи по углублению перестройки	1988.07.01	['партконференция19']	['обсуждение']	['обсуждение резолюции задачи по углублению перестройки']	['обсуждение резолюции задачи по углублению перестройки']	True	False	False	False	False	False
241	1988.07.01_партконференция19_резолюция_задачи по углублению перестройки	1988.07.01	['партконференция19']	['резолюция']	['задачи по углублению перестройки']	['задачи по углублению перестройки']	True	False	True	False	False	False
242	1988.07.01_партконференция19_резолюция_неотложные меры	1988.07.01	['партконференция19']	['резолюция']	['неотложные меры']	['неотложные меры']	True	False	True	False	False	False
243	1988.07.01_партконференция19_резолюция_о демократизации советского общества	1988.07.01	['партконференция19']	['резолюция']	['о демократизации советского общества']	['о демократизации советского общества']	True	False	True	False	True	False
244	1988.07.01_партконференция19_резолюция_о межнациональных отношениях	1988.07.01	['партконференция19']	['резолюция']	['о межнациональных отношениях']	['о межнациональных отношениях']	True	False	True	False	False	False
245	1988.07.01_партконференция19_резолюция_о правовой реформе	1988.07.01	['партконференция19']	['резолюция']	['о правовой реформе']	['о правовой реформе']	True	False	True	False	False	False
246	1988.12.07_горбачев_выступление_выступление в оон	1988.12.07	['горбачев']	['выступление']	['выступление в оон']	['выступление в оон']	False	True	False	False	False	False
247	1989.04.27_ельцин_выступление_к 1 съезду народных депутатов_съезд народных депутатов 1	1989.04.27	['ельцин']	['выступление']	['к 1 съезду народных депутатов']	['съезд народных депутатов 1']	False	True	False	False	True	True
248	1989.07.06_горбачев_выступление_выступление в совете европы	1989.07.06	['горбачев']	['выступление']	['выступление в совете европы']	['выступление в совете европы']	False	True	False	False	True	False
249	1990.01.17_ельцин_выступление.обращение к гражданам.тв_выступление перед телезрителями_суверенитет рсфср.распад ссср	1990.01.17	['ельцин']	['выступление', 'обращение к гражданам', 'тв']	['выступление перед телезрителями']	['суверенитет рсфср', 'распад ссср']	False	True	False	True	False	True
250	1990.06.12_ельцин.совет народных депутатов_декларация_о государственном суверенитете рсфср_независимость рсфср.распад ссср	1990.06.12	['ельцин', 'совет народных депутатов']	['декларация']	['о государственном суверенитете рсфср']	['независимость рсфср', 'распад ссср']	True	True	True	False	False	True
251	1990.07.02_горбачев_выступление.доклад_политический отчет_съезд кпсс 28	1990.07.02	['горбачев']	['выступление', 'доклад']	['политический отчет']	['съезд кпсс 28']	False	True	False	False	True	True
252	1990.07.07_кпсс28_выступление.обсуждение_обсуждение политического доклада	1990.07.07	['кпсс28']	['выступление', 'обсуждение']	['обсуждение политического доклада']	['обсуждение политического доклада']	True	False	False	False	False	False
253	1990.07.07_кпсс28_программное заявление_к гуманному демократическому социализму	1990.07.07	['кпсс28']	['программное заявление']	['к гуманному демократическому социализму']	['к гуманному демократическому социализму']	True	False	True	False	False	False
254	1990.09.01_ельцин_выступление.обращение к гражданам.тв_выступление перед телезрителями_программа 500	1990.09.01	['ельцин']	['выступление', 'обращение к гражданам', 'тв']	['выступление перед телезрителями']	['программа 500']	False	True	False	True	False	True
255	1990.11.13_ельцин_выступление.стенограмма.ocr_на 2 сессии верховного совета рсфср_сессия верховного совета рсфср	1990.11.13	['ельцин']	['выступление', 'стенограмма', 'ocr']	['на 2 сессии верховного совета рсфср']	['сессия верховного совета рсфср']	False	True	False	False	True	True
256	1991.05.21_ельцин_выступление_на 4 съезде народных депутатов_съезд народных депутатов 4	1991.05.21	['ельцин']	['выступление']	['на 4 съезде народных депутатов']	['съезд народных депутатов 4']	False	True	False	False	True	True
257	1991.07.10_ельцин_выступление.обращение к гражданам.тв.ocr_выступление перед телезрителями по итогам выборов 1996_выборы 1996	1991.07.10	['ельцин']	['выступление', 'обращение к гражданам', 'тв', 'ocr']	['выступление перед телезрителями по итогам выборов 1996']	['выборы 1996']	False	True	False	True	False	True
258	1991.08.24_горбачев_выступление.обращение.обращение к гражданам_отставка.отставка с поста генсека кпсс.путч	1991.08.24	['горбачев']	['выступление', 'обращение', 'обращение к гражданам']	['отставка', 'отставка с поста генсека кпсс', 'путч']	['отставка', 'отставка с поста генсека кпсс', 'путч']	False	True	False	True	False	False
259	1991.11.20_ельцин_выступление.обращение к гражданам.тв_выступление перед телезрителями о политическом курсе россии	1991.11.20	['ельцин']	['выступление', 'обращение к гражданам', 'тв']	['выступление перед телезрителями о политическом курсе россии']	['выступление перед телезрителями о политическом курсе россии']	False	True	False	True	False	False
260	1991.12.08_ельцин.кравчук.шушкевич_соглашение_о создании содружества независимых государств.беловежские соглашения_создание снг.распад ссср.беловежские соглашения	1991.12.08	['ельцин', 'кравчук', 'шушкевич']	['соглашение']	['о создании содружества независимых государств', 'беловежские соглашения']	['создание снг', 'распад ссср', 'беловежские соглашения']	True	True	True	False	False	True
261	1991.12.21_ельцин.другие_декларация_алма атинская декларация_создание снг.снг	1991.12.21	['ельцин', 'другие']	['декларация']	['алма атинская декларация']	['создание снг', 'снг']	True	True	True	False	False	True
262	1991.12.25_горбачев_выступление.обращение.обращение к гражданам_отставка.отставка с поста президента	1991.12.25	['горбачев']	['выступление', 'обращение', 'обращение к гражданам']	['отставка', 'отставка с поста президента']	['отставка', 'отставка с поста президента']	False	True	False	True	False	False
263	1991.12.26_верховный совет ссср.совет республик вс ссср_декларация_в связи с созданием снг_прекращение существования ссср.распад ссср	1991.12.26	['верховный совет ссср', 'совет республик вс ссср']	['декларация']	['в связи с созданием снг']	['прекращение существования ссср', 'распад ссср']	True	False	True	False	False	True
264	1992.02.25_ельцин_возможное.выступление_возможное выступление в верховном совете рф_кризис 1993.двоевластие	1992.02.25	['ельцин']	['возможное', 'выступление']	['возможное выступление в верховном совете рф']	['кризис 1993', 'двоевластие']	False	True	False	False	False	True
265	1992.03.31_ельцин.другие.совет народных депутатов_договор.ocr_федеративный договор	1992.03.31	['ельцин', 'другие', 'совет народных депутатов']	['договор', 'ocr']	['федеративный договор']	['федеративный договор']	True	True	True	False	False	False
266	1992.03.31_ельцин_выступление.заключительное слово.ocr_при подписании федеративных договоров_федеративные договоры	1992.03.31	['ельцин']	['выступление', 'заключительное слово', 'ocr']	['при подписании федеративных договоров']	['федеративные договоры']	False	True	False	False	False	True
267	1992.04.12_ельцин_выступление_на встрече со студентами	1992.04.12	['ельцин']	['выступление']	['на встрече со студентами']	['на встрече со студентами']	False	True	False	False	False	False
268	1992.07.30_ельцин_выступление_на заседании правительства рф_заседание правительства рф	1992.07.30	['ельцин']	['выступление']	['на заседании правительства рф']	['заседание правительства рф']	False	True	False	False	False	True
269	1993.04.25_ельцин_выступление.обращение к гражданам.тв.ocr_выступление перед телезрителями с подведением итогов общероссийского референдума 1993_референдум 1993	1993.04.25	['ельцин']	['выступление', 'обращение к гражданам', 'тв', 'ocr']	['выступление перед телезрителями с подведением итогов общероссийского референдума 1993']	['референдум 1993']	False	True	False	True	False	True
270	1993.12.25_конституционная комиссия 1 съезда народных депутатов_конституция_конституция рф	1993.12.25	['конституционная комиссия 1 съезда народных депутатов']	['конституция']	['конституция рф']	['конституция рф']	True	False	True	False	False	False
271	1994.02.24_ельцин_выступление.послание.отчет.доклад.ocr_с посланием перед федеральным собранием	1994.02.24	['ельцин']	['выступление', 'послание', 'отчет', 'доклад', 'ocr']	['с посланием перед федеральным собранием']	['с посланием перед федеральным собранием']	False	True	False	False	False	False
272	1994.12.09_ельцин_указ_о мерах по пресечению деятельности незаконных вооруженных формирований на территории чр_ввод войск в чечню.война в чечне	1994.12.09	['ельцин']	['указ']	['о мерах по пресечению деятельности незаконных вооруженных формирований на территории чр']	['ввод войск в чечню', 'война в чечне']	False	True	True	False	False	True
273	1994.12.16_совет федерации_постановление_о положении в чеченской республики_война в чечне	1994.12.16	['совет федерации']	['постановление']	['о положении в чеченской республики']	['война в чечне']	True	False	True	False	False	True
274	1995.02.16_ельцин_выступление.послание_послание федеральному собранию	1995.02.16	['ельцин']	['выступление', 'послание']	['послание федеральному собранию']	['послание федеральному собранию']	False	True	False	False	False	False
275	1996.02.23_ельцин_выступление.послание_послание федеральному собранию	1996.02.23	['ельцин']	['выступление', 'послание']	['послание федеральному собранию']	['послание федеральному собранию']	False	True	False	False	False	False
276	1996.03.05_ельцин_выступление_выступление перед штабом по выборам президента рф_выборы 1996	1996.03.05	['ельцин']	['выступление']	['выступление перед штабом по выборам президента рф']	['выборы 1996']	False	True	False	False	False	True
